Year,Country,BLUE_deforestation,H&C2023_deforestation,OSCAR_deforestation,BLUE_forest-regrowth,H&C2023_forest-regrowth,OSCAR_forest-regrowth,BLUE_wood-harvest,H&C2023_wood-harvest,OSCAR_wood-harvest,FAO_GFED4_peat,LPX-Bern_GFED4_peat,ORCHIDEE-PEAT-full_GFED4_peat,Mean_deforestation,Mean_forest-regrowth,Mean_wood-harvest,Mean_GFED4_peat
1986,BRA,286.79312,103.80411,239.73345,-7.82916,-22.82247,-10.85104,60.77362,5.60713,19.66069,0.09269,6.48277,3.34267,210.11022666666668,-13.834223333333332,28.680480000000003,3.3060433333333337
1987,BRA,308.21893,99.87858,284.97802,-8.65899,-23.46178,-11.71709,61.64776,6.21912,19.47505,0.09269,8.06386,4.13164,231.02517666666668,-14.61262,29.113976666666662,4.096063333333333
1988,BRA,293.60312,85.17588,298.98207,-9.82086,-24.72066,-12.50289,62.28959,7.03084,19.77106,0.09269,8.30762,4.20697,225.92035666666663,-15.68147,29.69716333333333,4.202426666666667
1989,BRA,275.94879,94.57036,303.53448,-11.03052,-25.49247,-13.27257,63.64048,7.62165,20.51543,0.09269,9.14281,4.62381,224.6845433333333,-16.59852,30.59252,4.61977
1990,BRA,307.07603,118.35582,335.1331,-12.49637,-26.94065,-14.21644,63.54354,8.8464,20.3282,0.09269,5.45108,2.91529,253.52165,-17.884486666666668,30.906046666666665,2.819686666666667
1991,BRA,341.88202,147.40724,371.19394,-13.76529,-28.99601,-15.3746,64.18643,9.47499,19.96526,0.09269,8.20056,4.2114,286.82773333333336,-19.378633333333333,31.208893333333336,4.168216666666666
1992,BRA,367.87246,178.94726,387.5906,-14.88258,-31.58441,-16.62058,65.24039,10.18372,20.21706,0.09269,5.99445,3.22567,311.47010666666665,-21.02919,31.88039,3.10427
1993,BRA,335.48424,241.21801,415.06754,-15.66633,-34.66466,-18.0622,66.11356,11.063,20.3242,0.09899,3.38315,1.87983,330.58993000000004,-22.79773,32.50025333333334,1.7873233333333334
1994,BRA,447.66294,274.22504,468.72702,-19.2627,-39.12012,-19.65446,67.42636,11.88359,20.34318,0.09899,2.99491,1.71963,396.8716666666666,-26.012426666666663,33.217710000000004,1.60451
1995,BRA,438.46945,292.4468,502.95921,-20.88461,-43.52227,-21.84032,68.69523,12.83431,20.3101,0.09981,5.562,3.11885,411.29182,-28.749066666666664,33.94654666666667,2.926886666666667
1996,BRA,399.41744,303.5842,501.77591,-22.26832,-48.06795,-24.17606,69.34752,13.74782,20.27988,0.10051,9.88772,5.22162,401.59251666666665,-31.50411,34.45840666666667,5.06995
1997,BRA,441.36369,311.76668,512.29042,-23.72856,-52.55433,-26.86207,70.15266,14.75767,19.6231,0.10129,11.36539,5.9272,421.80693,-34.38165333333334,34.84447666666667,5.79796
1998,BRA,503.59654,316.94419,545.05897,-27.12863,-56.92139,-29.85728,71.03705,15.62841,18.7716,0.10373,17.28888,8.90394,455.1999,-37.969100000000005,35.14568666666667,8.765516666666665
1999,BRA,506.79894,316.03348,567.15125,-28.71678,-60.01524,-32.88286,74.92384,16.49325,21.41826,0.10832,5.88784,3.14785,463.32789,-40.538293333333336,37.611783333333335,3.0480033333333334
2000,BRA,443.00374,315.42994,567.77461,-29.8811,-59.44935,-37.06384,77.86434,18.87379,25.11197,0.10755,7.27739,3.80047,442.06943,-42.13143,40.6167,3.72847
2001,BRA,429.2089,320.9151,566.56373,-30.73735,-57.12904,-41.9105,78.01367,20.87788,27.32743,0.10779,2.01736,1.30163,438.89591,-43.25896333333333,42.072993333333336,1.14226
2002,BRA,461.72889,326.91344,597.00169,-31.27831,-50.21538,-46.8422,79.09837,21.34874,29.73289,0.10837,6.79088,3.68032,461.88134,-42.77863,43.39333333333334,3.526523333333333
2003,BRA,703.14943,329.45352,676.8579,-40.78193,-44.9542,-50.76449,87.05147,22.6623,35.24664,0.1089,18.92218,9.93826,569.8202833333334,-45.50020666666666,48.32013666666666,9.656446666666666
2004,BRA,503.9131,332.95125,683.07331,-42.44959,-40.64152,-56.70984,86.14743,25.89966,38.36685,0.12762,7.41697,3.82988,506.6458866666667,-46.60031666666666,50.13798,3.79149
2005,BRA,423.28373,336.04967,623.31878,-44.7802,-38.94891,-64.0554,83.50874,26.15298,36.03972,0.12762,6.11301,3.21608,460.88406,-49.26150333333334,48.567146666666666,3.152236666666667
2006,BRA,352.21929,342.62293,599.81193,-47.58275,-42.19088,-70.22606,80.85556,23.15239,33.79267,0.12762,1.89007,1.1582,431.55138333333326,-53.33322999999999,45.93354,1.05863
2007,BRA,313.20849,350.33648,585.56795,-49.95335,-46.16856,-77.36289,80.05512,26.31055,32.62193,0.12762,2.17025,1.38166,416.3709733333333,-57.82826666666667,46.32919999999999,1.22651
2008,BRA,269.89732,360.75908,578.32161,-52.12074,-51.84979,-83.4508,77.18683,28.86578,31.74125,0.12762,2.68287,1.62632,402.9926699999999,-62.47377666666667,45.931286666666665,1.4789366666666666
2009,BRA,238.62828,353.53141,565.99019,-54.24966,-56.49958,-90.44119,74.26004,29.22327,30.29883,0.12762,3.57346,1.96236,386.04996,-67.06347666666666,44.59404666666666,1.887813333333333
2010,BRA,209.56825,325.59526,545.53267,-57.08862,-59.1371,-97.55818,73.42624,29.17156,30.4219,0.12762,-0.906,-0.20717,360.23206,-71.26129999999999,44.3399,-0.3285166666666667
2011,BRA,192.10461,291.01619,522.74398,-59.91636,-60.74687,-103.71956,75.75432,32.02289,34.33107,0.12762,3.8183,2.1829,335.28826,-74.79426333333333,47.36942666666666,2.04294
2012,BRA,206.57152,261.57685,506.90193,-61.55534,-58.08974,-111.49715,78.455,34.55467,38.4922,0.12762,6.73175,3.97664,325.0167666666667,-77.04741,50.50062333333333,3.6120033333333335
2013,BRA,230.76925,233.04973,502.77856,-62.52227,-57.48618,-119.22623,77.9949,36.71961,39.4865,0.12762,7.73636,4.02581,322.19918,-79.74489333333334,51.40033666666667,3.963263333333334
2014,BRA,252.50438,216.63609,502.45839,-63.58352,-58.76852,-127.65718,76.04332,35.85099,37.42868,0.12762,10.16674,5.26811,323.86628666666667,-83.33640666666666,49.77433,5.18749
2015,BRA,280.64257,208.30317,516.05931,-64.74493,-63.53018,-136.14186,72.13091,35.68658,31.62827,0.12762,15.12897,7.67703,335.00168333333335,-88.13898999999999,46.48192,7.64454
2016,BRA,273.5948,200.66642,526.44493,-65.17998,-75.96889,-143.46186,66.96113,32.6915,27.76578,0.12828,12.32311,6.27339,333.56871666666666,-94.87024333333332,42.47280333333333,6.241593333333333
2017,BRA,241.11161,195.2243,510.12753,-67.74915,-85.46727,-151.1097,71.7213,35.7271,27.28588,0.1324,6.64345,3.54188,315.4878133333333,-101.44204,44.91142666666666,3.439243333333333
2018,BRA,189.89394,193.22718,479.08327,-72.13933,-91.28896,-158.48667,81.56424,34.8487,26.97412,0.13354,2.60772,1.57588,287.40146333333337,-107.30498666666666,47.79568666666666,1.4390466666666668
2019,BRA,276.01718,197.75541,500.11279,-70.50311,-97.46261,-166.88898,86.00886,36.30911,24.24484,0.13053,20.33843,10.23043,324.62846,-111.61823333333332,48.85427000000001,10.23313
2020,BRA,212.44501,202.22344,521.70406,-72.04984,-102.66021,-173.72842,86.64082,35.16247,20.95133,0.13053,14.43844,7.26978,312.12417,-116.14615666666668,47.58487333333333,7.279583333333334
2021,BRA,255.02394,165.07141,518.3069,-73.89164,-102.66021,-179.8204,88.49542,35.16247,19.5484,0.13053,6.59824,3.43719,312.80075000000005,-118.79075,47.73543,3.388653333333333
2022,BRA,246.16141,188.32708,518.08773,-75.01562,-102.66021,-188.02334,89.13766,35.16247,17.92159,0.13053,6.59824,3.43719,317.52540666666664,-121.89972333333333,47.40724,3.388653333333333
1850,CHN,45.42276,69.68908,52.65629,-12.86102,-53.68578,-4.95477,22.93308,1.95104,8.73954,1.00943,3.59367,19.6836,55.92271,-23.833856666666662,11.207886666666669,8.095566666666665
1851,CHN,41.54663,70.61498,47.62564,-13.34718,-54.09583,-5.14773,26.23337,2.08832,12.94625,1.00943,4.7235,19.66888,53.26241666666667,-24.19691333333333,13.75598,8.467270000000001
1852,CHN,39.07197,71.46791,46.08713,-13.80681,-54.52967,-5.36386,28.38306,2.22578,13.63764,1.00943,4.88522,15.26491,52.209003333333335,-24.566780000000005,14.748826666666666,7.053186666666666
1853,CHN,37.06854,72.3327,45.25975,-14.24223,-54.98712,-5.59045,29.80037,2.37185,13.63075,1.00943,4.5427,17.4053,51.55366333333333,-24.93993333333333,15.267656666666667,7.652476666666668
1854,CHN,35.33773,73.24251,44.66977,-14.65517,-55.45569,-5.82329,30.70055,2.51748,13.39836,1.00943,4.1819,13.82294,51.08333666666667,-25.311383333333332,15.538796666666665,6.33809
1855,CHN,33.81767,74.15479,44.18116,-15.0474,-55.94067,-6.06004,31.19508,2.66334,13.06862,1.00943,4.59059,12.05016,50.71787333333334,-25.682703333333333,15.642346666666668,5.883393333333333
1856,CHN,32.47178,75.02141,43.72929,-15.42043,-56.44145,-6.29896,31.34691,2.80943,12.68804,1.00943,2.31555,13.14455,50.40749333333333,-26.05361333333333,15.614793333333331,5.489843333333333
1857,CHN,31.27181,75.81486,43.28129,-15.7755,-56.95635,-6.53867,31.16259,2.95563,12.2776,1.00943,2.41112,13.06381,50.122653333333325,-26.423506666666665,15.465273333333334,5.494786666666666
1858,CHN,30.19894,76.51763,42.82333,-16.11385,-57.48367,-6.77805,30.81917,3.1019,11.84828,1.00943,1.97877,12.68347,49.84663333333333,-26.79185666666667,15.25645,5.22389
1859,CHN,29.23422,77.10412,42.34764,-16.43646,-58.02164,-7.01613,30.34343,3.24814,11.40705,1.00943,2.47604,11.66867,49.56199333333333,-27.15807666666667,14.99954,5.05138
1860,CHN,26.82575,77.60816,41.73544,-20.53218,-58.56523,-8.11619,29.96995,3.3943,11.10128,1.00943,2.56924,11.39617,48.72311666666667,-29.0712,14.821843333333334,4.9916133333333335
1861,CHN,25.4466,78.08096,41.10177,-24.4661,-59.10883,-10.87437,29.20119,3.54031,10.68315,1.00943,3.98282,11.74285,48.20977666666667,-31.4831,14.474883333333333,5.578366666666668
1862,CHN,24.32652,78.5439,40.58339,-28.24499,-59.65065,-13.81913,28.22973,3.68621,10.00975,1.00943,3.36686,12.97778,47.81793666666667,-33.904923333333336,13.975230000000002,5.78469
1863,CHN,23.33531,79.01293,40.1039,-31.87523,-60.18911,-16.84049,27.12513,3.83202,9.29075,1.00943,2.53206,16.77433,47.48404666666667,-36.30161,13.415966666666668,6.77194
1864,CHN,22.4416,79.54667,39.65209,-35.36287,-60.72161,-19.90004,25.92337,3.97776,8.56419,1.00943,3.18391,11.22371,47.21345333333333,-38.66150666666667,12.821773333333333,5.139016666666667
1865,CHN,21.63224,80.05953,39.2236,-38.71373,-61.24475,-22.97567,24.65736,4.1232,7.84277,1.00943,2.65285,10.17606,46.97179,-40.97805,12.207776666666668,4.61278
1866,CHN,20.8965,80.58791,38.8167,-41.93332,-61.77227,-26.051,23.30382,4.26885,7.13178,1.00943,2.2747,12.76339,46.76703666666666,-43.25219666666666,11.56815,5.349173333333333
1867,CHN,20.22658,81.16289,38.43234,-45.02695,-62.304,-29.11293,21.95513,4.41445,6.43477,1.00943,3.15617,13.41263,46.60727,-45.48129333333333,10.934783333333334,5.85941
1868,CHN,19.61522,81.85322,38.07169,-47.99969,-62.83826,-32.15075,20.60031,4.56007,5.75445,1.00943,1.61832,11.63911,46.51337666666666,-47.6629,10.304943333333334,4.75562
1869,CHN,19.0554,83.21038,37.74866,-50.85635,-63.35336,-35.15565,19.26206,4.70534,5.09245,1.00943,3.72023,14.34791,46.67148,-49.78845333333334,9.686616666666668,6.359190000000001
1870,CHN,19.80584,84.93856,37.55163,-49.99837,-63.79804,-37.28656,17.77664,4.84766,4.34891,1.00943,4.14856,12.88372,47.43201,-50.36099000000001,8.99107,6.013903333333334
1871,CHN,19.82023,86.52915,37.40308,-49.17538,-64.19604,-37.76873,16.59885,4.98776,3.74442,1.00943,3.61487,13.16247,47.91748666666666,-50.38005,8.443676666666667,5.9289233333333335
1872,CHN,19.71546,88.18774,37.21875,-48.38591,-64.55454,-38.0168,15.59418,5.12711,3.3905,1.00943,2.6926,10.401,48.373983333333335,-50.31908333333333,8.037263333333334,4.70101
1873,CHN,19.58944,90.36578,37.05689,-47.62858,-64.84489,-38.1324,14.71792,5.25859,3.10428,1.00943,4.48772,11.2894,49.00403666666667,-50.20195666666667,7.693596666666665,5.595516666666668
1874,CHN,19.4597,93.31367,36.92856,-46.90199,-65.07642,-38.14894,13.94187,5.36963,2.84953,1.00943,5.51797,8.95863,49.900643333333335,-50.04245,7.38701,5.16201
1875,CHN,19.32762,98.22428,36.84488,-46.20477,-65.07457,-38.0849,13.25111,5.45474,2.61508,1.00943,1.97943,8.45499,51.46559333333333,-49.78808,7.106976666666667,3.814616666666667
1876,CHN,19.19687,101.19628,36.79405,-45.53573,-65.23618,-37.95385,12.63398,5.46424,2.39671,1.00943,4.60942,9.41136,52.39573333333334,-49.575253333333336,6.831643333333332,5.01007
1877,CHN,19.06896,103.29303,36.76064,-44.89377,-65.3988,-37.76676,12.07324,5.47372,2.19222,1.00943,4.47349,9.57458,53.04087666666667,-49.35311,6.579726666666666,5.019166666666666
1878,CHN,18.94206,105.00254,36.74884,-44.27763,-65.56217,-37.53281,11.51413,5.48317,1.99997,1.00943,4.67756,9.22922,53.56448,-49.12420333333333,6.332423333333334,4.97207
1879,CHN,18.81829,106.605,36.75646,-43.68629,-65.72624,-37.25976,11.01579,5.49256,1.81868,1.00943,3.62845,8.38213,54.05991666666667,-48.89076333333333,6.1090100000000005,4.340003333333333
1880,CHN,21.97015,108.18953,37.48993,-42.69805,-65.89098,-36.90019,9.85393,5.48068,1.16864,1.00943,4.39447,8.42068,55.88320333333333,-48.49640666666667,5.501083333333334,4.608193333333333
1881,CHN,23.04771,109.80591,38.38335,-41.75269,-66.05607,-36.41327,9.06204,5.43921,0.49242,1.00943,4.47961,9.43257,57.078990000000005,-48.07401000000001,4.997889999999999,4.973870000000001
1882,CHN,23.71908,111.44114,38.72487,-40.84825,-66.22038,-35.89503,8.43681,5.37863,0.25993,1.00943,5.13376,10.49738,57.96169666666668,-47.65455333333333,4.69179,5.546856666666667
1883,CHN,24.26319,113.10954,38.97096,-39.98315,-66.38566,-35.35507,7.92494,5.29761,0.12876,1.00943,4.2379,15.02584,58.78123,-47.24129333333334,4.450436666666667,6.757723333333334
1884,CHN,24.72839,116.17945,39.14996,-39.15553,-66.55081,-34.7992,7.49274,5.20615,0.0349,1.00943,2.68804,10.40272,60.01926666666666,-46.83518,4.244596666666667,4.7000633333333335
1885,CHN,25.12947,112.591,39.23624,-38.36354,-67.04377,-34.23202,7.13329,5.11663,-0.03896,1.00943,4.14482,10.01188,58.98557,-46.546443333333336,4.07032,5.055376666666667
1886,CHN,25.482,110.4147,39.29594,-37.60577,-67.32556,-33.65736,6.8323,5.12413,-0.09947,1.00943,4.58259,12.89426,58.39754666666667,-46.19622999999999,3.95232,6.162093333333334
1887,CHN,25.79331,110.43865,39.36966,-36.88079,-67.52237,-33.07855,6.57955,5.11679,-0.14966,1.00943,3.12791,13.5298,58.53387333333333,-45.82723666666666,3.848893333333333,5.889046666666666
1888,CHN,26.06428,111.87096,39.44803,-36.18696,-67.587,-32.49842,6.36566,5.08405,-0.19119,1.00943,4.01449,12.28521,59.12775666666666,-45.424126666666666,3.75284,5.76971
1889,CHN,26.30742,112.25988,39.53988,-35.52316,-67.67789,-31.91941,6.18271,5.00804,-0.22544,1.00943,2.0242,16.28271,59.36905999999999,-45.040153333333336,3.655103333333333,6.43878
1890,CHN,32.66031,111.90097,41.39397,-34.68131,-67.79666,-31.30809,5.03743,4.91713,-0.91511,1.00943,13.24488,15.00941,61.985083333333336,-44.59535333333333,3.01315,9.754573333333331
1891,CHN,35.04556,111.47392,43.61743,-33.87939,-67.90331,-30.63414,4.32484,4.82625,-1.63962,1.00943,10.43755,15.74017,63.37897,-44.13894666666667,2.503823333333333,9.062383333333337
1892,CHN,36.6049,111.43433,44.45631,-33.11568,-67.99325,-29.95928,3.85391,4.73528,-1.74637,1.00943,10.49465,12.87334,64.16518,-43.68940333333333,2.28094,8.125806666666668
1893,CHN,37.86935,111.6849,45.0393,-32.38813,-68.05734,-29.28908,3.52168,4.64428,-1.71653,1.00943,10.04583,13.85063,64.86451666666666,-43.24485000000001,2.14981,8.301963333333333
1894,CHN,38.95986,112.07647,45.55794,-31.6951,-68.1112,-28.6262,3.30048,4.55316,-1.6418,1.00943,10.04215,11.46444,65.53142333333334,-42.810833333333335,2.0706133333333336,7.505339999999999
1895,CHN,39.92168,112.53436,46.06323,-31.03511,-68.15534,-27.97248,3.16809,4.46197,-1.5466,1.00943,10.02966,11.20539,66.17309,-42.38764333333334,2.02782,7.414826666666666
1896,CHN,40.77309,113.03154,46.57619,-30.40644,-68.18728,-27.32939,3.10279,4.37068,-1.44027,1.00943,9.02963,12.60095,66.79360666666666,-41.97437,2.011066666666667,7.546669999999999
1897,CHN,41.53302,113.57848,47.10892,-29.8076,-68.20746,-26.6981,3.08665,4.27975,-1.32714,1.00943,9.57263,12.55309,67.40680666666667,-41.57105333333333,2.0130866666666667,7.711716666666667
1898,CHN,42.21781,114.15365,47.66278,-29.23732,-68.21543,-26.07957,3.11021,4.18868,-1.2098,1.00943,10.10522,12.59669,68.01141333333334,-41.17744,2.0296966666666667,7.90378
1899,CHN,42.83915,114.72979,48.23138,-28.69442,-68.21251,-25.47455,3.16198,4.09819,-1.08971,1.00943,8.97339,12.06805,68.60010666666666,-40.79382666666666,2.05682,7.35029
1900,CHN,43.39615,114.84111,48.44077,-28.23544,-68.21133,-24.89329,3.44996,4.00744,-0.83497,1.00943,9.05265,11.91468,68.89267666666666,-40.446686666666665,2.2074766666666665,7.325586666666666
1901,CHN,43.92338,116.95209,48.64794,-27.79764,-68.21554,-24.47136,3.72535,3.91648,-1.06731,1.00943,10.695,13.24231,69.84113666666667,-40.16151333333334,2.1915066666666667,8.315579999999999
1902,CHN,44.42675,119.30966,49.16501,-27.38011,-68.22982,-24.03996,3.94223,3.82534,-1.16882,1.00943,11.37311,16.21456,70.96713999999999,-39.883296666666666,2.199583333333333,9.532366666666666
1903,CHN,44.90154,121.40697,49.57585,-26.98193,-68.28584,-23.36659,4.13596,3.73408,-0.23653,1.00943,11.01372,13.44563,71.96145333333334,-39.54478666666666,2.544503333333333,8.489593333333334
1904,CHN,45.34716,122.54138,50.00136,-26.60235,-68.35303,-22.93882,4.31273,3.64347,-0.35833,1.00943,11.51633,14.52734,72.62996666666668,-39.29806666666667,2.532623333333334,9.0177
1905,CHN,45.76415,123.2485,50.42453,-26.2406,-68.43056,-22.42919,4.47338,3.55273,0.06671,1.00943,11.67788,12.63492,73.14572666666668,-39.03345,2.6976066666666667,8.440743333333332
1906,CHN,46.14953,124.39122,51.02211,-25.89571,-68.52598,-22.11667,4.61759,3.46211,-0.02911,1.00943,10.97274,11.77739,73.85428666666667,-38.846120000000006,2.68353,7.919853333333333
1907,CHN,46.5054,125.70871,51.66413,-25.56682,-68.6311,-21.78569,4.74834,3.37184,0.1696,1.00943,10.06228,13.10282,74.62608,-38.66120333333334,2.7632600000000003,8.058176666666666
1908,CHN,46.83843,127.10009,52.35213,-25.25334,-68.74867,-21.53791,4.86573,3.28202,0.12452,1.00943,10.45228,12.6836,75.43021666666665,-38.51330666666667,2.7574233333333336,8.048436666666667
1909,CHN,47.14824,128.37378,52.98204,-24.95447,-68.87885,-21.274,4.96963,3.19284,0.23113,1.00943,8.77701,12.51951,76.16802,-38.36910666666667,2.797866666666667,7.435316666666668
1910,CHN,61.99774,129.47379,57.75869,-24.41093,-69.02201,-20.78845,4.85388,3.10444,0.42435,1.00943,22.37087,12.60051,83.07674,-38.07379666666667,2.794223333333333,11.993603333333333
1911,CHN,67.21174,130.51272,64.08572,-23.89242,-69.17836,-20.50749,4.91189,3.01692,0.76808,1.00943,20.86572,13.06081,87.27006,-37.85942333333333,2.898963333333333,11.645319999999998
1912,CHN,70.59628,131.49124,66.27116,-23.39915,-69.34803,-20.27488,5.01779,2.93036,0.34065,1.00943,20.07219,15.07408,89.45289333333334,-37.67401999999999,2.762933333333333,12.051900000000002
1913,CHN,73.38537,132.42645,67.72406,-22.92926,-69.53114,-19.98808,5.17474,2.84483,0.44415,1.00943,19.71979,16.71325,91.17862666666666,-37.48282666666666,2.82124,12.480823333333332
1914,CHN,75.82098,133.34335,69.72723,-22.48127,-69.72767,-20.07489,5.36158,2.7604,0.18868,1.00943,20.88537,22.40178,92.96385333333336,-37.42794333333333,2.77022,14.765526666666668
1915,CHN,77.98372,134.22724,70.60193,-22.05421,-69.93744,-19.62507,5.56999,2.67737,1.05039,1.00943,21.18694,16.61149,94.27096333333331,-37.20557333333333,3.09925,12.935953333333336
1916,CHN,79.90511,134.92577,71.49349,-21.64635,-70.12995,-19.44346,5.78982,2.59533,0.81402,1.00943,21.08693,15.82148,95.44145666666668,-37.07325333333333,3.06639,12.63928
1917,CHN,81.64162,135.48579,72.32555,-21.25819,-70.33846,-19.15574,6.02259,2.51467,1.25922,1.00943,21.32311,20.43663,96.48432,-36.91746333333333,3.265493333333333,14.25639
1918,CHN,83.17921,135.972,73.49682,-20.88619,-70.56622,-19.01267,6.23599,2.4354,1.74363,1.00943,21.98845,21.58274,97.54934333333334,-36.821693333333336,3.4716733333333334,14.860206666666668
1919,CHN,84.56539,136.53174,74.6858,-20.53043,-70.8159,-19.14562,6.45184,2.35795,1.06075,1.00943,20.01848,19.87754,98.59431,-36.83065,3.29018,13.63515
1920,CHN,71.87509,136.97279,71.25554,-20.86161,-71.07984,-19.10662,6.55159,2.28493,1.43452,1.00943,22.56287,25.37503,93.36780666666668,-37.01602333333333,3.42368,16.315776666666665
1921,CHN,68.22524,137.12454,66.90879,-21.17434,-71.3486,-19.34576,6.94305,2.21498,1.50325,1.00943,22.48742,22.67129,90.75285666666667,-37.289566666666666,3.55376,15.38938
1922,CHN,66.26188,135.89657,66.09525,-21.47016,-71.61519,-19.7106,7.48609,2.14203,1.95104,1.00943,21.47574,24.1207,89.41789999999999,-37.59865,3.85972,15.535289999999998
1923,CHN,64.78539,135.6076,65.72286,-21.75032,-71.09135,-19.98158,8.1491,2.0686,2.7497,1.00943,19.87793,25.60872,88.70528333333334,-37.60775,4.322466666666667,15.498693333333335
1924,CHN,63.59985,135.01942,65.53601,-22.01808,-70.9059,-20.26206,8.89242,2.00565,3.62413,1.00943,21.5694,26.96307,88.05176,-37.72868,4.8407333333333336,16.513966666666665
1925,CHN,62.5428,134.825,65.23798,-22.2702,-70.1812,-20.53518,9.71415,1.95564,4.29155,1.00943,22.28696,30.00006,87.53526,-37.662193333333335,5.320446666666666,17.765483333333336
1926,CHN,61.65474,133.00475,65.38958,-22.50979,-70.07411,-20.87496,10.57366,1.96552,5.20897,1.00943,20.38765,30.59779,86.68302333333334,-37.81962,5.916049999999999,17.331623333333336
1927,CHN,60.89277,129.39509,64.66765,-22.73759,-69.41643,-21.20143,11.46323,1.95672,6.34569,1.00943,21.37639,29.54689,84.98517,-37.78515,6.588546666666667,17.310903333333332
1928,CHN,60.25426,129.43633,64.54907,-22.95571,-67.49823,-21.50543,12.37188,1.94506,6.97377,1.00943,21.34938,32.58614,84.74655333333332,-37.319790000000005,7.096903333333334,18.31498333333333
1929,CHN,59.89075,123.50718,63.48359,-23.17267,-67.97033,-21.72795,13.29467,1.93064,8.59014,1.00943,21.88807,33.58866,82.29384,-37.62365,7.938483333333333,18.82872
1930,CHN,56.99325,113.05511,61.12991,-24.73147,-63.99867,-22.22774,14.21382,1.91591,11.91483,1.00943,5.75139,31.28342,77.05942333333333,-36.98596,9.348186666666663,12.681413333333332
1931,CHN,55.68056,109.98728,59.13338,-26.22847,-55.88031,-22.37227,15.16919,1.92015,15.0064,1.00943,7.52783,24.34434,74.93374,-34.827016666666665,10.69858,10.960533333333332
1932,CHN,54.73577,119.11293,60.56938,-27.66862,-51.1455,-22.61017,16.14346,1.90381,13.76749,1.00943,9.33803,25.28365,78.13936,-33.808096666666664,10.60492,11.877036666666667
1933,CHN,53.85257,132.39584,63.69607,-29.04963,-55.14652,-22.38052,17.12739,1.8622,11.08835,1.00943,8.74747,24.21674,83.31482666666666,-35.52555666666667,10.02598,11.324546666666668
1934,CHN,53.08112,139.25884,65.88418,-30.37629,-63.89486,-22.38232,18.13618,1.81285,10.05225,1.00943,7.23765,25.04822,86.07471333333332,-38.88449,10.000426666666668,11.098433333333332
1935,CHN,52.39227,144.00899,67.27276,-31.65087,-68.67764,-23.28905,19.13359,1.75853,9.33622,1.00943,6.51965,25.6391,87.89134000000001,-41.20585333333333,10.076113333333334,11.05606
1936,CHN,51.78664,147.46579,66.7628,-32.87669,-71.4075,-23.54312,20.11866,1.60893,9.99713,1.00943,7.50564,21.63126,88.67174333333332,-42.60910333333333,10.574906666666664,10.048776666666669
1937,CHN,51.51469,150.05735,67.78335,-34.06843,-73.06139,-24.28792,21.10056,1.49355,10.77627,1.00943,8.72085,21.77358,89.78513,-43.80591333333333,11.12346,10.501286666666669
1938,CHN,50.89187,151.80077,68.61823,-35.2022,-74.14199,-25.36892,22.07232,1.39762,10.46963,1.00943,9.9769,19.03991,90.43695666666666,-44.90437,11.31319,10.008746666666667
1939,CHN,50.32073,152.84188,68.94428,-36.28696,-74.91045,-26.19703,23.02282,1.33263,10.55542,1.00943,6.77278,21.00901,90.70229666666668,-45.79814666666667,11.636956666666665,9.597073333333332
1940,CHN,52.43695,153.87075,69.49658,-36.89446,-75.50419,-26.87202,23.95764,1.26915,11.06156,1.00943,6.47459,23.20464,91.93475999999998,-46.42355666666666,12.096116666666669,10.229553333333332
1941,CHN,52.91979,154.92761,70.63445,-37.47683,-75.99671,-27.72137,24.88048,1.20152,11.30735,1.00943,4.49605,22.28565,92.82728333333334,-47.06497,12.463116666666664,9.26371
1942,CHN,53.15026,155.97793,70.56305,-38.03739,-76.42936,-28.09448,25.79549,1.13873,12.02945,1.00943,6.68227,21.30876,93.23041333333332,-47.52041,12.98789,9.66682
1943,CHN,53.31807,156.99096,70.7191,-38.57717,-76.8156,-28.58282,26.68482,1.08534,12.65015,1.00943,6.57539,21.45248,93.67604333333334,-47.991863333333335,13.473436666666666,9.6791
1944,CHN,53.44934,157.78949,70.55608,-39.09653,-77.17837,-28.76833,27.56764,1.02661,13.88987,1.00943,6.12493,21.84818,93.93163666666668,-48.34774333333333,14.161373333333335,9.660846666666666
1945,CHN,53.55741,158.52234,71.03934,-39.59638,-77.51614,-29.57697,28.44199,0.97453,13.95036,1.00943,5.59287,20.82219,94.37303,-48.89649666666666,14.455626666666667,9.141496666666669
1946,CHN,53.77145,159.4229,72.29368,-40.08461,-77.84386,-30.65843,29.28853,0.91358,14.03522,1.00943,6.54055,18.76269,95.16267666666666,-49.52896666666667,14.745776666666666,8.77089
1947,CHN,54.02192,160.08517,71.50217,-40.56106,-78.15303,-30.475,30.09288,0.85552,15.70253,1.00943,5.70612,17.26321,95.20308666666666,-49.72969666666666,15.55031,7.992920000000001
1948,CHN,53.88597,140.62263,68.54689,-41.00632,-78.43874,-31.55818,30.885,0.78668,15.58734,1.00943,4.14304,16.40264,87.68516333333334,-50.33441333333334,15.753006666666666,7.185036666666668
1949,CHN,53.92084,115.52427,60.37641,-41.43749,-78.74461,-31.67354,32.015,0.692,16.81435,1.00943,4.37916,16.74323,76.60717333333334,-50.61854666666667,16.507116666666665,7.377273333333334
1950,CHN,93.97493,100.68814,74.45937,-40.8413,-79.03599,-31.63164,32.92262,0.61616,17.31792,1.00943,72.28117,16.6506,89.70747999999999,-50.50297666666666,16.952233333333336,29.9804
